dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2010-10-01,26.996,0.594,Hanumangarh,India,29.74N,73.85E
2010-11-01,20.119,0.297,Hanumangarh,India,29.74N,73.85E
2010-12-01,13.603000000000002,0.311,Hanumangarh,India,29.74N,73.85E
2011-01-01,11.493,0.146,Hanumangarh,India,29.74N,73.85E
2011-02-01,16.683,0.29100000000000004,Hanumangarh,India,29.74N,73.85E
2011-03-01,22.808000000000003,0.406,Hanumangarh,India,29.74N,73.85E
2011-04-01,27.4,0.377,Hanumangarh,India,29.74N,73.85E
2011-05-01,34.758,0.325,Hanumangarh,India,29.74N,73.85E
2011-06-01,34.838,0.38,Hanumangarh,India,29.74N,73.85E
2011-07-01,33.302,0.31,Hanumangarh,India,29.74N,73.85E
2011-08-01,31.443,0.561,Hanumangarh,India,29.74N,73.85E
2011-09-01,29.311,0.551,Hanumangarh,India,29.74N,73.85E
2011-10-01,26.276,0.114,Hanumangarh,India,29.74N,73.85E
2011-11-01,21.924,0.312,Hanumangarh,India,29.74N,73.85E
2011-12-01,14.482000000000001,0.379,Hanumangarh,India,29.74N,73.85E
2012-01-01,12.290999999999999,0.335,Hanumangarh,India,29.74N,73.85E
2012-02-01,14.992,0.4320000000000001,Hanumangarh,India,29.74N,73.85E
2012-03-01,22.201,0.378,Hanumangarh,India,29.74N,73.85E
2012-04-01,27.891,0.349,Hanumangarh,India,29.74N,73.85E
2012-05-01,33.89,0.344,Hanumangarh,India,29.74N,73.85E
2012-06-01,36.113,0.338,Hanumangarh,India,29.74N,73.85E
2012-07-01,34.804,0.444,Hanumangarh,India,29.74N,73.85E
2012-08-01,31.98,0.4970000000000001,Hanumangarh,India,29.74N,73.85E
2012-09-01,30.096,0.254,Hanumangarh,India,29.74N,73.85E
2012-10-01,25.63000000000001,0.498,Hanumangarh,India,29.74N,73.85E
2012-11-01,20.085,0.393,Hanumangarh,India,29.74N,73.85E
2012-12-01,14.65,0.434,Hanumangarh,India,29.74N,73.85E
2013-01-01,12.664,0.476,Hanumangarh,India,29.74N,73.85E
2013-02-01,16.055,0.815,Hanumangarh,India,29.74N,73.85E
2013-03-01,21.868,1.586,Hanumangarh,India,29.74N,73.85E
2013-04-01,28.265,0.5329999999999999,Hanumangarh,India,29.74N,73.85E
2013-05-01,34.354,0.489,Hanumangarh,India,29.74N,73.85E
2013-06-01,35.018,0.47,Hanumangarh,India,29.74N,73.85E
2013-07-01,33.771,0.479,Hanumangarh,India,29.74N,73.85E
2013-08-01,31.749000000000002,0.499,Hanumangarh,India,29.74N,73.85E
2013-09-01,16.727432636247972,1.028574741453633,Hanumangarh,India,29.74N,73.85E
2000-02-01,21.275,0.163,Haora,India,23.31N,88.25E
2000-03-01,26.881,0.299,Haora,India,23.31N,88.25E
2000-04-01,30.165,0.114,Haora,India,23.31N,88.25E
2000-05-01,30.245,0.315,Haora,India,23.31N,88.25E
2000-06-01,29.861,0.29100000000000004,Haora,India,23.31N,88.25E
2000-07-01,29.32,0.305,Haora,India,23.31N,88.25E
2000-08-01,29.694000000000006,0.336,Haora,India,23.31N,88.25E
2000-09-01,28.846,0.238,Haora,India,23.31N,88.25E
2000-10-01,28.017,0.198,Haora,India,23.31N,88.25E
2000-11-01,24.668000000000006,0.194,Haora,India,23.31N,88.25E
2000-12-01,19.728,0.139,Haora,India,23.31N,88.25E
2001-01-01,18.22,0.235,Haora,India,23.31N,88.25E
2001-02-01,22.654,0.379,Haora,India,23.31N,88.25E
2001-03-01,26.858,0.35,Haora,India,23.31N,88.25E
2001-04-01,30.192,0.253,Haora,India,23.31N,88.25E
2001-05-01,30.142,0.191,Haora,India,23.31N,88.25E
2001-06-01,28.899,0.172,Haora,India,23.31N,88.25E
2001-07-01,28.989,0.236,Haora,India,23.31N,88.25E
2001-08-01,29.773000000000003,0.18600000000000005,Haora,India,23.31N,88.25E
2001-09-01,29.6,0.269,Haora,India,23.31N,88.25E
2001-10-01,27.925,0.309,Haora,India,23.31N,88.25E
2001-11-01,25.146,0.597,Haora,India,23.31N,88.25E
2001-12-01,19.784000000000002,0.396,Haora,India,23.31N,88.25E
2002-01-01,19.676,0.229,Haora,India,23.31N,88.25E
2002-02-01,22.625,0.272,Haora,India,23.31N,88.25E
2002-03-01,27.406,0.563,Haora,India,23.31N,88.25E
2002-04-01,29.798,0.453,Haora,India,23.31N,88.25E
2002-05-01,30.845,0.359,Haora,India,23.31N,88.25E
2002-06-01,30.000999999999998,0.17600000000000002,Haora,India,23.31N,88.25E
2002-07-01,29.972,0.55,Haora,India,23.31N,88.25E
2002-08-01,29.083,0.285,Haora,India,23.31N,88.25E
2002-09-01,28.866,0.185,Haora,India,23.31N,88.25E
2002-10-01,27.616,0.508,Haora,India,23.31N,88.25E
2002-11-01,24.046,0.618,Haora,India,23.31N,88.25E
2002-12-01,20.513,0.374,Haora,India,23.31N,88.25E
2003-01-01,17.813000000000006,0.736,Haora,India,23.31N,88.25E
2003-02-01,23.065,0.667,Haora,India,23.31N,88.25E
2003-03-01,26.173000000000002,0.362,Haora,India,23.31N,88.25E
2003-04-01,30.570999999999998,0.598,Haora,India,23.31N,88.25E
2003-05-01,31.34,0.244,Haora,India,23.31N,88.25E
2003-06-01,30.086,0.219,Haora,India,23.31N,88.25E
2003-07-01,29.425,0.193,Haora,India,23.31N,88.25E
2003-08-01,29.629,0.259,Haora,India,23.31N,88.25E
2003-09-01,29.223000000000006,0.336,Haora,India,23.31N,88.25E
2003-10-01,27.535999999999998,0.416,Haora,India,23.31N,88.25E
2003-11-01,23.92,0.4320000000000001,Haora,India,23.31N,88.25E
2003-12-01,19.955,0.425,Haora,India,23.31N,88.25E
2004-01-01,18.661,0.51,Haora,India,23.31N,88.25E
2004-02-01,22.416,0.381,Haora,India,23.31N,88.25E
2004-03-01,28.452,0.225,Haora,India,23.31N,88.25E
2004-04-01,29.587,0.5820000000000001,Haora,India,23.31N,88.25E
2004-05-01,32.045,0.302,Haora,India,23.31N,88.25E
2004-06-01,30.153,0.391,Haora,India,23.31N,88.25E
2004-07-01,29.123,0.459,Haora,India,23.31N,88.25E
2004-08-01,29.399,0.634,Haora,India,23.31N,88.25E
2004-09-01,28.883000000000006,0.121,Haora,India,23.31N,88.25E
2004-10-01,26.72,0.436,Haora,India,23.31N,88.25E
2004-11-01,23.552,0.321,Haora,India,23.31N,88.25E
2004-12-01,20.621,0.313,Haora,India,23.31N,88.25E
2005-01-01,19.341,0.398,Haora,India,23.31N,88.25E
2005-02-01,23.576,0.17600000000000002,Haora,India,23.31N,88.25E
2005-03-01,27.695,0.493,Haora,India,23.31N,88.25E
2005-04-01,30.151999999999997,0.373,Haora,India,23.31N,88.25E
2005-05-01,31.062,0.229,Haora,India,23.31N,88.25E
2005-06-01,31.595,0.442,Haora,India,23.31N,88.25E
2005-07-01,28.833,0.329,Haora,India,23.31N,88.25E
2005-08-01,29.485,0.36,Haora,India,23.31N,88.25E
2005-09-01,29.398000000000003,0.47,Haora,India,23.31N,88.25E
2005-10-01,26.943,0.244,Haora,India,23.31N,88.25E
2005-11-01,22.916,0.341,Haora,India,23.31N,88.25E
2005-12-01,19.754,0.234,Haora,India,23.31N,88.25E
2006-01-01,19.269000000000002,0.307,Haora,India,23.31N,88.25E
2006-02-01,24.98,0.319,Haora,India,23.31N,88.25E
2006-03-01,27.602,0.331,Haora,India,23.31N,88.25E
2006-04-01,30.323,0.255,Haora,India,23.31N,88.25E
2006-05-01,30.762,0.202,Haora,India,23.31N,88.25E
2006-06-01,30.101,0.267,Haora,India,23.31N,88.25E
2006-07-01,29.523000000000003,0.457,Haora,India,23.31N,88.25E
2006-08-01,29.163,0.309,Haora,India,23.31N,88.25E
2006-09-01,29.391,0.271,Haora,India,23.31N,88.25E
2006-10-01,28.04,0.34600000000000003,Haora,India,23.31N,88.25E
2006-11-01,24.175,0.284,Haora,India,23.31N,88.25E
2006-12-01,20.506,0.5379999999999999,Haora,India,23.31N,88.25E
2007-01-01,18.959000000000003,0.29100000000000004,Haora,India,23.31N,88.25E
2007-02-01,22.06,0.244,Haora,India,23.31N,88.25E
2007-03-01,26.41500000000001,0.209,Haora,India,23.31N,88.25E
2007-04-01,30.511,0.22,Haora,India,23.31N,88.25E
2007-05-01,31.381,0.29100000000000004,Haora,India,23.31N,88.25E
2007-06-01,30.287,0.251,Haora,India,23.31N,88.25E
2007-07-01,29.041999999999998,0.318,Haora,India,23.31N,88.25E
2007-08-01,29.886999999999997,0.388,Haora,India,23.31N,88.25E
2007-09-01,29.111,0.278,Haora,India,23.31N,88.25E
2007-10-01,27.526999999999997,0.199,Haora,India,23.31N,88.25E
2007-11-01,24.253,0.324,Haora,India,23.31N,88.25E
2007-12-01,19.582,0.312,Haora,India,23.31N,88.25E
2008-01-01,19.065,0.337,Haora,India,23.31N,88.25E
2008-02-01,20.805,0.205,Haora,India,23.31N,88.25E
2008-03-01,27.88000000000001,0.336,Haora,India,23.31N,88.25E
2008-04-01,30.538,0.344,Haora,India,23.31N,88.25E
2008-05-01,31.134,0.235,Haora,India,23.31N,88.25E
2008-06-01,29.111,0.221,Haora,India,23.31N,88.25E
2008-07-01,28.852,0.299,Haora,India,23.31N,88.25E
2008-08-01,29.284,0.263,Haora,India,23.31N,88.25E
2008-09-01,29.087,0.252,Haora,India,23.31N,88.25E
2008-10-01,27.421999999999997,0.264,Haora,India,23.31N,88.25E
2008-11-01,24.227,0.272,Haora,India,23.31N,88.25E
2008-12-01,20.863000000000003,0.198,Haora,India,23.31N,88.25E
2009-01-01,20.431,0.361,Haora,India,23.31N,88.25E
2009-02-01,23.564,0.16699999999999998,Haora,India,23.31N,88.25E
2009-03-01,27.711,0.203,Haora,India,23.31N,88.25E
2009-04-01,31.778,0.381,Haora,India,23.31N,88.25E
2009-05-01,30.585,0.285,Haora,India,23.31N,88.25E
2009-06-01,31.665,0.353,Haora,India,23.31N,88.25E
2009-07-01,29.575,0.498,Haora,India,23.31N,88.25E
2009-08-01,29.533,0.338,Haora,India,23.31N,88.25E
2009-09-01,29.625999999999998,0.275,Haora,India,23.31N,88.25E
2009-10-01,27.273000000000003,0.251,Haora,India,23.31N,88.25E
2009-11-01,24.281,0.226,Haora,India,23.31N,88.25E
2009-12-01,19.817,0.194,Haora,India,23.31N,88.25E
2010-01-01,17.503,0.436,Haora,India,23.31N,88.25E
2010-02-01,22.959,0.105,Haora,India,23.31N,88.25E
2010-03-01,29.451,0.303,Haora,India,23.31N,88.25E
2010-04-01,32.318000000000005,0.417,Haora,India,23.31N,88.25E
2010-05-01,31.308000000000003,0.202,Haora,India,23.31N,88.25E
2010-06-01,31.075,0.397,Haora,India,23.31N,88.25E
2010-07-01,29.979,0.421,Haora,India,23.31N,88.25E
2010-08-01,30.226,0.379,Haora,India,23.31N,88.25E
2010-09-01,29.535999999999998,0.18600000000000005,Haora,India,23.31N,88.25E
2010-10-01,28.070999999999998,0.223,Haora,India,23.31N,88.25E
2010-11-01,25.437,0.268,Haora,India,23.31N,88.25E
2010-12-01,19.603,0.21600000000000005,Haora,India,23.31N,88.25E
2011-01-01,17.864,0.443,Haora,India,23.31N,88.25E
2011-02-01,22.566,0.13,Haora,India,23.31N,88.25E
2011-03-01,27.394000000000002,0.364,Haora,India,23.31N,88.25E
2011-04-01,29.276,0.466,Haora,India,23.31N,88.25E
2011-05-01,30.395,0.509,Haora,India,23.31N,88.25E
2011-06-01,29.873,0.321,Haora,India,23.31N,88.25E
2011-07-01,29.473000000000006,0.235,Haora,India,23.31N,88.25E
2011-08-01,28.976,0.245,Haora,India,23.31N,88.25E
2011-09-01,29.092,0.246,Haora,India,23.31N,88.25E
2011-10-01,28.096999999999998,0.275,Haora,India,23.31N,88.25E
2011-11-01,24.11,0.208,Haora,India,23.31N,88.25E
2011-12-01,19.767000000000003,0.488,Haora,India,23.31N,88.25E
2012-01-01,18.815,0.28600000000000003,Haora,India,23.31N,88.25E
2012-02-01,22.408,0.138,Haora,India,23.31N,88.25E
2012-03-01,27.878,0.18600000000000005,Haora,India,23.31N,88.25E
2012-04-01,30.299,0.404,Haora,India,23.31N,88.25E
2012-05-01,32.232,0.34600000000000003,Haora,India,23.31N,88.25E
2012-06-01,31.959,0.624,Haora,India,23.31N,88.25E
2012-07-01,29.68,0.465,Haora,India,23.31N,88.25E
2012-08-01,29.761999999999997,0.499,Haora,India,23.31N,88.25E
2012-09-01,29.653,0.524,Haora,India,23.31N,88.25E
2012-10-01,27.427,0.6679999999999999,Haora,India,23.31N,88.25E
2012-11-01,23.487,0.298,Haora,India,23.31N,88.25E
2012-12-01,19.621,0.642,Haora,India,23.31N,88.25E
2013-01-01,17.757,0.419,Haora,India,23.31N,88.25E
2013-02-01,21.982,0.489,Haora,India,23.31N,88.25E
2013-03-01,27.702,0.439,Haora,India,23.31N,88.25E
2013-04-01,30.435,0.251,Haora,India,23.31N,88.25E
2013-05-01,30.921,0.241,Haora,India,23.31N,88.25E
2013-06-01,30.618,0.604,Haora,India,23.31N,88.25E
2013-07-01,30.0,0.447,Haora,India,23.31N,88.25E
2013-08-01,29.539,0.378,Haora,India,23.31N,88.25E
2013-09-01,16.727432636247972,1.028574741453633,Haora,India,23.31N,88.25E
2000-02-01,16.387999999999998,0.385,Hapur,India,28.13N,77.27E
2000-03-01,22.921,0.31,Hapur,India,28.13N,77.27E
2000-04-01,31.266,0.3670000000000001,Hapur,India,28.13N,77.27E
2000-05-01,34.524,0.892,Hapur,India,28.13N,77.27E
2000-06-01,33.074000000000005,0.317,Hapur,India,28.13N,77.27E
2000-07-01,30.925,0.43,Hapur,India,28.13N,77.27E
2000-08-01,30.686999999999998,0.27,Hapur,India,28.13N,77.27E
2000-09-01,30.083,0.345,Hapur,India,28.13N,77.27E
2000-10-01,28.164,0.237,Hapur,India,28.13N,77.27E
2000-11-01,22.445,0.451,Hapur,India,28.13N,77.27E
2000-12-01,16.902,0.254,Hapur,India,28.13N,77.27E
2001-01-01,14.197,0.329,Hapur,India,28.13N,77.27E
2001-02-01,18.882,0.612,Hapur,India,28.13N,77.27E
2001-03-01,23.918000000000006,0.565,Hapur,India,28.13N,77.27E
2001-04-01,29.155,0.268,Hapur,India,28.13N,77.27E
2001-05-01,33.541000000000004,0.229,Hapur,India,28.13N,77.27E
2001-06-01,31.870000000000005,0.342,Hapur,India,28.13N,77.27E
2001-07-01,30.888,0.584,Hapur,India,28.13N,77.27E
2001-08-01,30.831999999999997,0.198,Hapur,India,28.13N,77.27E
2001-09-01,30.92,0.332,Hapur,India,28.13N,77.27E
2001-10-01,27.687,0.222,Hapur,India,28.13N,77.27E
2001-11-01,21.806,0.257,Hapur,India,28.13N,77.27E
2001-12-01,16.659000000000002,0.672,Hapur,India,28.13N,77.27E
2002-01-01,14.73,0.489,Hapur,India,28.13N,77.27E
2002-02-01,17.741999999999994,0.361,Hapur,India,28.13N,77.27E
2002-03-01,24.459,0.219,Hapur,India,28.13N,77.27E
2002-04-01,30.945,0.412,Hapur,India,28.13N,77.27E
2002-05-01,35.23600000000001,0.336,Hapur,India,28.13N,77.27E
2002-06-01,34.728,0.443,Hapur,India,28.13N,77.27E
2002-07-01,34.672,0.77,Hapur,India,28.13N,77.27E
2002-08-01,31.075,0.211,Hapur,India,28.13N,77.27E
2002-09-01,29.175,0.821,Hapur,India,28.13N,77.27E
2002-10-01,27.633000000000006,0.46,Hapur,India,28.13N,77.27E
2002-11-01,21.88600000000001,0.353,Hapur,India,28.13N,77.27E
2002-12-01,17.331,0.532,Hapur,India,28.13N,77.27E
2003-01-01,13.42,1.025,Hapur,India,28.13N,77.27E
2003-02-01,18.199,0.5710000000000001,Hapur,India,28.13N,77.27E
2003-03-01,23.682,0.574,Hapur,India,28.13N,77.27E
2003-04-01,30.752,0.3720000000000001,Hapur,India,28.13N,77.27E
2003-05-01,34.075,0.4320000000000001,Hapur,India,28.13N,77.27E
2003-06-01,35.325,0.517,Hapur,India,28.13N,77.27E
2003-07-01,30.653,0.584,Hapur,India,28.13N,77.27E
2003-08-01,30.252,0.45,Hapur,India,28.13N,77.27E
2003-09-01,29.166,0.398,Hapur,India,28.13N,77.27E
2003-10-01,26.345,0.326,Hapur,India,28.13N,77.27E
2003-11-01,20.962000000000003,0.379,Hapur,India,28.13N,77.27E
2003-12-01,15.822,0.537,Hapur,India,28.13N,77.27E
2004-01-01,14.199000000000002,0.392,Hapur,India,28.13N,77.27E
2004-02-01,18.737,0.483,Hapur,India,28.13N,77.27E
2004-03-01,26.432,0.254,Hapur,India,28.13N,77.27E
2004-04-01,31.433000000000003,0.238,Hapur,India,28.13N,77.27E
2004-05-01,33.999,0.29,Hapur,India,28.13N,77.27E
2004-06-01,33.017,0.241,Hapur,India,28.13N,77.27E
2004-07-01,32.816,0.7290000000000001,Hapur,India,28.13N,77.27E
2004-08-01,29.993,0.229,Hapur,India,28.13N,77.27E
2004-09-01,30.534,0.222,Hapur,India,28.13N,77.27E
2004-10-01,25.6,0.305,Hapur,India,28.13N,77.27E
2004-11-01,21.422,0.28,Hapur,India,28.13N,77.27E
2004-12-01,16.697,0.397,Hapur,India,28.13N,77.27E
2005-01-01,14.383,0.395,Hapur,India,28.13N,77.27E
2005-02-01,17.669,0.331,Hapur,India,28.13N,77.27E
2005-03-01,24.469,0.355,Hapur,India,28.13N,77.27E
2005-04-01,29.322,0.511,Hapur,India,28.13N,77.27E
2005-05-01,32.998000000000005,1.098,Hapur,India,28.13N,77.27E
2005-06-01,35.2,0.273,Hapur,India,28.13N,77.27E
2005-07-01,30.544,0.398,Hapur,India,28.13N,77.27E
2005-08-01,31.364,0.462,Hapur,India,28.13N,77.27E
2005-09-01,29.675,0.192,Hapur,India,28.13N,77.27E
2005-10-01,26.409,0.536,Hapur,India,28.13N,77.27E
2005-11-01,21.200000000000006,0.331,Hapur,India,28.13N,77.27E
2005-12-01,15.36,0.224,Hapur,India,28.13N,77.27E
2006-01-01,15.594,0.433,Hapur,India,28.13N,77.27E
2006-02-01,22.174,0.6920000000000001,Hapur,India,28.13N,77.27E
2006-03-01,23.271,0.3720000000000001,Hapur,India,28.13N,77.27E
2006-04-01,30.364,0.7859999999999999,Hapur,India,28.13N,77.27E
2006-05-01,34.188,0.4970000000000001,Hapur,India,28.13N,77.27E
2006-06-01,32.943000000000005,0.8270000000000001,Hapur,India,28.13N,77.27E
2006-07-01,31.412,0.36,Hapur,India,28.13N,77.27E
2006-08-01,30.506999999999998,0.585,Hapur,India,28.13N,77.27E
2006-09-01,30.051,0.275,Hapur,India,28.13N,77.27E
2006-10-01,27.5,0.355,Hapur,India,28.13N,77.27E
2006-11-01,21.846,0.525,Hapur,India,28.13N,77.27E
2006-12-01,16.541,0.196,Hapur,India,28.13N,77.27E
2007-01-01,15.12,0.129,Hapur,India,28.13N,77.27E
2007-02-01,18.382,1.132,Hapur,India,28.13N,77.27E
2007-03-01,22.863000000000003,0.499,Hapur,India,28.13N,77.27E
2007-04-01,31.331,0.524,Hapur,India,28.13N,77.27E
2007-05-01,33.907000000000004,0.5720000000000001,Hapur,India,28.13N,77.27E
2007-06-01,34.446000000000005,0.355,Hapur,India,28.13N,77.27E
2007-07-01,31.745,0.884,Hapur,India,28.13N,77.27E
2007-08-01,30.95,0.7929999999999999,Hapur,India,28.13N,77.27E
2007-09-01,30.266,0.6709999999999999,Hapur,India,28.13N,77.27E
2007-10-01,26.886,0.33,Hapur,India,28.13N,77.27E
2007-11-01,21.927000000000003,0.197,Hapur,India,28.13N,77.27E
2007-12-01,15.925,0.276,Hapur,India,28.13N,77.27E
2008-01-01,14.534,0.156,Hapur,India,28.13N,77.27E
2008-02-01,16.808999999999994,0.253,Hapur,India,28.13N,77.27E
2008-03-01,25.979,0.348,Hapur,India,28.13N,77.27E
2008-04-01,29.609,1.075,Hapur,India,28.13N,77.27E
2008-05-01,32.313,0.542,Hapur,India,28.13N,77.27E
2008-06-01,31.151000000000003,0.397,Hapur,India,28.13N,77.27E
2008-07-01,30.918000000000006,0.217,Hapur,India,28.13N,77.27E
2008-08-01,29.868,0.27,Hapur,India,28.13N,77.27E
2008-09-01,29.513,0.364,Hapur,India,28.13N,77.27E
2008-10-01,27.792,0.81,Hapur,India,28.13N,77.27E
2008-11-01,21.769000000000002,0.53,Hapur,India,28.13N,77.27E
2008-12-01,17.845,0.157,Hapur,India,28.13N,77.27E
2009-01-01,16.096,0.253,Hapur,India,28.13N,77.27E
2009-02-01,19.479,0.366,Hapur,India,28.13N,77.27E
2009-03-01,24.655,0.416,Hapur,India,28.13N,77.27E
2009-04-01,30.182,0.429,Hapur,India,28.13N,77.27E
2009-05-01,34.067,0.472,Hapur,India,28.13N,77.27E
2009-06-01,35.543,0.527,Hapur,India,28.13N,77.27E
2009-07-01,32.271,0.274,Hapur,India,28.13N,77.27E
2009-08-01,31.519,0.387,Hapur,India,28.13N,77.27E
2009-09-01,30.154,0.292,Hapur,India,28.13N,77.27E
2009-10-01,26.6,0.417,Hapur,India,28.13N,77.27E
2009-11-01,21.214000000000002,0.293,Hapur,India,28.13N,77.27E
2009-12-01,16.871,0.338,Hapur,India,28.13N,77.27E
2010-01-01,14.014,0.493,Hapur,India,28.13N,77.27E
2010-02-01,19.178,0.368,Hapur,India,28.13N,77.27E
2010-03-01,26.953000000000007,0.238,Hapur,India,28.13N,77.27E
2010-04-01,32.809,0.358,Hapur,India,28.13N,77.27E
2010-05-01,35.61,0.321,Hapur,India,28.13N,77.27E
2010-06-01,35.165,0.285,Hapur,India,28.13N,77.27E
2010-07-01,31.465,0.439,Hapur,India,28.13N,77.27E
2010-08-01,30.031,0.655,Hapur,India,28.13N,77.27E
2010-09-01,28.612,0.733,Hapur,India,28.13N,77.27E
2010-10-01,27.256,0.475,Hapur,India,28.13N,77.27E
2010-11-01,21.757,0.314,Hapur,India,28.13N,77.27E
2010-12-01,15.392999999999999,0.6509999999999999,Hapur,India,28.13N,77.27E
2011-01-01,13.376,0.3720000000000001,Hapur,India,28.13N,77.27E
2011-02-01,18.136,0.172,Hapur,India,28.13N,77.27E
2011-03-01,23.864,0.536,Hapur,India,28.13N,77.27E
2011-04-01,28.956,0.317,Hapur,India,28.13N,77.27E
2011-05-01,34.298,0.441,Hapur,India,28.13N,77.27E
2011-06-01,32.96700000000001,0.451,Hapur,India,28.13N,77.27E
2011-07-01,30.947,0.49,Hapur,India,28.13N,77.27E
2011-08-01,30.075,0.459,Hapur,India,28.13N,77.27E
2011-09-01,29.399,0.459,Hapur,India,28.13N,77.27E
2011-10-01,26.849,0.252,Hapur,India,28.13N,77.27E
2011-11-01,22.484,0.366,Hapur,India,28.13N,77.27E
2011-12-01,16.203,0.812,Hapur,India,28.13N,77.27E
2012-01-01,13.700999999999999,0.727,Hapur,India,28.13N,77.27E
2012-02-01,17.087999999999994,0.516,Hapur,India,28.13N,77.27E
2012-03-01,23.686,0.299,Hapur,India,28.13N,77.27E
2012-04-01,29.341,0.387,Hapur,India,28.13N,77.27E
2012-05-01,34.448,0.417,Hapur,India,28.13N,77.27E
2012-06-01,36.33900000000001,0.386,Hapur,India,28.13N,77.27E
2012-07-01,32.448,0.4320000000000001,Hapur,India,28.13N,77.27E
2012-08-01,29.833,0.508,Hapur,India,28.13N,77.27E
2012-09-01,29.759,0.298,Hapur,India,28.13N,77.27E
2012-10-01,26.354,0.312,Hapur,India,28.13N,77.27E
2012-11-01,21.110000000000007,0.452,Hapur,India,28.13N,77.27E
2012-12-01,16.566,0.4270000000000001,Hapur,India,28.13N,77.27E
2013-01-01,13.755999999999998,0.61,Hapur,India,28.13N,77.27E
2013-02-01,17.823999999999995,0.486,Hapur,India,28.13N,77.27E
2013-03-01,24.025,0.608,Hapur,India,28.13N,77.27E
2013-04-01,29.304,0.419,Hapur,India,28.13N,77.27E
2013-05-01,34.746,0.501,Hapur,India,28.13N,77.27E
2013-06-01,33.066,0.669,Hapur,India,28.13N,77.27E
2013-07-01,31.053,0.49,Hapur,India,28.13N,77.27E
2013-08-01,29.9,0.604,Hapur,India,28.13N,77.27E
2013-09-01,16.727432636247972,1.028574741453633,Hapur,India,28.13N,77.27E
2000-02-01,16.919,0.422,Hardoi,India,26.52N,80.60E
2000-03-01,23.325,0.5,Hardoi,India,26.52N,80.60E
2000-04-01,30.723000000000006,0.35600000000000004,Hardoi,India,26.52N,80.60E
2000-05-01,33.11000000000001,0.344,Hardoi,India,26.52N,80.60E
2000-06-01,31.189,0.423,Hardoi,India,26.52N,80.60E
2000-07-01,29.701999999999998,0.293,Hardoi,India,26.52N,80.60E
2000-08-01,29.85,0.261,Hardoi,India,26.52N,80.60E
2000-09-01,28.622,0.18600000000000005,Hardoi,India,26.52N,80.60E
2000-10-01,27.076999999999998,0.29100000000000004,Hardoi,India,26.52N,80.60E
2000-11-01,21.951999999999998,0.35600000000000004,Hardoi,India,26.52N,80.60E
2000-12-01,16.625999999999998,0.41,Hardoi,India,26.52N,80.60E
2001-01-01,14.247,0.471,Hardoi,India,26.52N,80.60E
2001-02-01,19.058,0.395,Hardoi,India,26.52N,80.60E
2001-03-01,24.021,0.584,Hardoi,India,26.52N,80.60E
2001-04-01,29.304000000000002,0.407,Hardoi,India,26.52N,80.60E
2001-05-01,32.65000000000001,0.196,Hardoi,India,26.52N,80.60E
2001-06-01,30.66,0.443,Hardoi,India,26.52N,80.60E
2001-07-01,29.581,0.207,Hardoi,India,26.52N,80.60E
2001-08-01,29.988000000000003,0.225,Hardoi,India,26.52N,80.60E
2001-09-01,29.916,0.261,Hardoi,India,26.52N,80.60E
2001-10-01,26.656,0.475,Hardoi,India,26.52N,80.60E
2001-11-01,21.604,0.639,Hardoi,India,26.52N,80.60E
2001-12-01,16.233,0.634,Hardoi,India,26.52N,80.60E
2002-01-01,15.17,0.7509999999999999,Hardoi,India,26.52N,80.60E
2002-02-01,18.829,0.5920000000000001,Hardoi,India,26.52N,80.60E
2002-03-01,24.833000000000002,0.406,Hardoi,India,26.52N,80.60E
2002-04-01,30.561,0.371,Hardoi,India,26.52N,80.60E
2002-05-01,33.909000000000006,0.867,Hardoi,India,26.52N,80.60E
2002-06-01,33.458,0.297,Hardoi,India,26.52N,80.60E
2002-07-01,33.150999999999996,0.6920000000000001,Hardoi,India,26.52N,80.60E
2002-08-01,29.752,0.08900000000000001,Hardoi,India,26.52N,80.60E
2002-09-01,28.103,0.208,Hardoi,India,26.52N,80.60E
2002-10-01,26.562,0.605,Hardoi,India,26.52N,80.60E
2002-11-01,21.587,0.674,Hardoi,India,26.52N,80.60E
2002-12-01,17.487000000000002,0.769,Hardoi,India,26.52N,80.60E
2003-01-01,13.196,0.909,Hardoi,India,26.52N,80.60E
2003-02-01,18.852,0.4970000000000001,Hardoi,India,26.52N,80.60E
2003-03-01,23.727,0.44,Hardoi,India,26.52N,80.60E
2003-04-01,30.708000000000002,0.33,Hardoi,India,26.52N,80.60E
2003-05-01,33.544000000000004,0.29100000000000004,Hardoi,India,26.52N,80.60E
2003-06-01,33.858000000000004,0.59,Hardoi,India,26.52N,80.60E
2003-07-01,30.223000000000006,0.322,Hardoi,India,26.52N,80.60E
2003-08-01,29.676,0.42,Hardoi,India,26.52N,80.60E
2003-09-01,28.055,0.337,Hardoi,India,26.52N,80.60E
2003-10-01,25.631,0.483,Hardoi,India,26.52N,80.60E
2003-11-01,21.116,0.528,Hardoi,India,26.52N,80.60E
2003-12-01,16.323,0.322,Hardoi,India,26.52N,80.60E
2004-01-01,13.845999999999998,0.365,Hardoi,India,26.52N,80.60E
2004-02-01,18.799,0.489,Hardoi,India,26.52N,80.60E
2004-03-01,26.199,0.331,Hardoi,India,26.52N,80.60E
2004-04-01,30.909,0.511,Hardoi,India,26.52N,80.60E
2004-05-01,33.729000000000006,0.42,Hardoi,India,26.52N,80.60E
