dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2000-02-01,14.853,0.269,Abohar,India,29.74N,73.85E
2000-03-01,21.473000000000006,0.415,Abohar,India,29.74N,73.85E
2000-04-01,30.352,0.388,Abohar,India,29.74N,73.85E
2000-05-01,35.24200000000001,0.529,Abohar,India,29.74N,73.85E
2000-06-01,34.725,0.374,Abohar,India,29.74N,73.85E
2000-07-01,32.841,0.394,Abohar,India,29.74N,73.85E
2000-08-01,32.539,0.4270000000000001,Abohar,India,29.74N,73.85E
2000-09-01,30.612,0.237,Abohar,India,29.74N,73.85E
2000-10-01,27.512,0.305,Abohar,India,29.74N,73.85E
2000-11-01,20.741,0.29600000000000004,Abohar,India,29.74N,73.85E
2000-12-01,15.533,0.478,Abohar,India,29.74N,73.85E
2001-01-01,12.267999999999999,0.556,Abohar,India,29.74N,73.85E
2001-02-01,17.259,0.305,Abohar,India,29.74N,73.85E
2001-03-01,22.726,0.32299999999999995,Abohar,India,29.74N,73.85E
2001-04-01,27.841,0.942,Abohar,India,29.74N,73.85E
2001-05-01,34.236999999999995,0.366,Abohar,India,29.74N,73.85E
2001-06-01,33.202,0.649,Abohar,India,29.74N,73.85E
2001-07-01,32.452,0.407,Abohar,India,29.74N,73.85E
2001-08-01,32.295,0.35,Abohar,India,29.74N,73.85E
2001-09-01,30.836,0.409,Abohar,India,29.74N,73.85E
2001-10-01,27.173000000000002,0.268,Abohar,India,29.74N,73.85E
2001-11-01,20.711,0.244,Abohar,India,29.74N,73.85E
2001-12-01,15.548,0.354,Abohar,India,29.74N,73.85E
2002-01-01,13.137,0.523,Abohar,India,29.74N,73.85E
2002-02-01,16.009999999999998,0.6920000000000001,Abohar,India,29.74N,73.85E
2002-03-01,23.184,0.295,Abohar,India,29.74N,73.85E
2002-04-01,30.004,0.221,Abohar,India,29.74N,73.85E
2002-05-01,35.243,0.407,Abohar,India,29.74N,73.85E
2002-06-01,35.616,0.243,Abohar,India,29.74N,73.85E
2002-07-01,34.985,0.581,Abohar,India,29.74N,73.85E
2002-08-01,33.171,0.307,Abohar,India,29.74N,73.85E
2002-09-01,29.824,0.416,Abohar,India,29.74N,73.85E
2002-10-01,26.881,0.359,Abohar,India,29.74N,73.85E
2002-11-01,20.715,0.258,Abohar,India,29.74N,73.85E
2002-12-01,15.672,0.519,Abohar,India,29.74N,73.85E
2003-01-01,11.776,1.081,Abohar,India,29.74N,73.85E
2003-02-01,16.248,0.328,Abohar,India,29.74N,73.85E
2003-03-01,21.999,0.467,Abohar,India,29.74N,73.85E
2003-04-01,29.352,0.589,Abohar,India,29.74N,73.85E
2003-05-01,33.025,0.633,Abohar,India,29.74N,73.85E
2003-06-01,36.065,0.474,Abohar,India,29.74N,73.85E
2003-07-01,32.359,0.7020000000000001,Abohar,India,29.74N,73.85E
2003-08-01,31.888,0.496,Abohar,India,29.74N,73.85E
2003-09-01,30.348000000000006,0.505,Abohar,India,29.74N,73.85E
2003-10-01,25.765,0.398,Abohar,India,29.74N,73.85E
2003-11-01,18.875999999999998,0.509,Abohar,India,29.74N,73.85E
2003-12-01,14.527000000000001,0.383,Abohar,India,29.74N,73.85E
2004-01-01,13.145,0.239,Abohar,India,29.74N,73.85E
2004-02-01,17.854,0.601,Abohar,India,29.74N,73.85E
2004-03-01,25.366,0.281,Abohar,India,29.74N,73.85E
2004-04-01,30.71,0.52,Abohar,India,29.74N,73.85E
2004-05-01,33.751999999999995,0.299,Abohar,India,29.74N,73.85E
2004-06-01,33.983000000000004,0.371,Abohar,India,29.74N,73.85E
2004-07-01,34.641999999999996,0.75,Abohar,India,29.74N,73.85E
2004-08-01,31.918000000000006,0.5329999999999999,Abohar,India,29.74N,73.85E
2004-09-01,31.473000000000006,0.468,Abohar,India,29.74N,73.85E
2004-10-01,24.803,0.31,Abohar,India,29.74N,73.85E
2004-11-01,20.534,0.399,Abohar,India,29.74N,73.85E
2004-12-01,15.445,0.361,Abohar,India,29.74N,73.85E
2005-01-01,12.482999999999999,0.337,Abohar,India,29.74N,73.85E
2005-02-01,15.397,0.255,Abohar,India,29.74N,73.85E
2005-03-01,22.672,0.201,Abohar,India,29.74N,73.85E
2005-04-01,27.968000000000004,0.332,Abohar,India,29.74N,73.85E
2005-05-01,31.951,0.948,Abohar,India,29.74N,73.85E
2005-06-01,35.946999999999996,0.307,Abohar,India,29.74N,73.85E
2005-07-01,32.703,0.455,Abohar,India,29.74N,73.85E
2005-08-01,33.601,0.975,Abohar,India,29.74N,73.85E
2005-09-01,30.346999999999998,0.361,Abohar,India,29.74N,73.85E
2005-10-01,26.492,0.434,Abohar,India,29.74N,73.85E
2005-11-01,20.201,0.455,Abohar,India,29.74N,73.85E
2005-12-01,13.838,0.374,Abohar,India,29.74N,73.85E
2006-01-01,13.649,0.244,Abohar,India,29.74N,73.85E
2006-02-01,20.059,0.653,Abohar,India,29.74N,73.85E
2006-03-01,21.419,0.345,Abohar,India,29.74N,73.85E
2006-04-01,27.2,1.768,Abohar,India,29.74N,73.85E
2006-05-01,35.331,0.447,Abohar,India,29.74N,73.85E
2006-06-01,33.957,0.334,Abohar,India,29.74N,73.85E
2006-07-01,33.955,0.318,Abohar,India,29.74N,73.85E
2006-08-01,32.141,0.486,Abohar,India,29.74N,73.85E
2006-09-01,30.51,0.214,Abohar,India,29.74N,73.85E
2006-10-01,26.919,0.198,Abohar,India,29.74N,73.85E
2006-11-01,20.575,0.415,Abohar,India,29.74N,73.85E
2006-12-01,14.581,0.456,Abohar,India,29.74N,73.85E
2007-01-01,13.393999999999998,0.301,Abohar,India,29.74N,73.85E
2007-02-01,16.925,0.309,Abohar,India,29.74N,73.85E
2007-03-01,21.593000000000004,0.262,Abohar,India,29.74N,73.85E
2007-04-01,30.79,0.6579999999999999,Abohar,India,29.74N,73.85E
2007-05-01,34.046,0.738,Abohar,India,29.74N,73.85E
2007-06-01,34.47,0.438,Abohar,India,29.74N,73.85E
2007-07-01,33.36,0.19,Abohar,India,29.74N,73.85E
2007-08-01,32.824,0.273,Abohar,India,29.74N,73.85E
2007-09-01,30.607,0.292,Abohar,India,29.74N,73.85E
2007-10-01,25.847,0.315,Abohar,India,29.74N,73.85E
2007-11-01,20.924,0.3670000000000001,Abohar,India,29.74N,73.85E
2007-12-01,14.173,0.304,Abohar,India,29.74N,73.85E
2008-01-01,12.078,0.34700000000000003,Abohar,India,29.74N,73.85E
2008-02-01,15.166,0.462,Abohar,India,29.74N,73.85E
2008-03-01,24.811,0.35600000000000004,Abohar,India,29.74N,73.85E
2008-04-01,28.118000000000002,0.843,Abohar,India,29.74N,73.85E
2008-05-01,32.812,0.374,Abohar,India,29.74N,73.85E
2008-06-01,33.373000000000005,0.284,Abohar,India,29.74N,73.85E
2008-07-01,33.603,0.369,Abohar,India,29.74N,73.85E
2008-08-01,31.458000000000002,0.417,Abohar,India,29.74N,73.85E
2008-09-01,30.201,0.238,Abohar,India,29.74N,73.85E
2008-10-01,27.798000000000002,0.848,Abohar,India,29.74N,73.85E
2008-11-01,20.709,0.87,Abohar,India,29.74N,73.85E
2008-12-01,15.889000000000001,0.29,Abohar,India,29.74N,73.85E
2009-01-01,14.459,0.273,Abohar,India,29.74N,73.85E
2009-02-01,17.863,0.309,Abohar,India,29.74N,73.85E
2009-03-01,23.013,0.289,Abohar,India,29.74N,73.85E
2009-04-01,28.606,0.253,Abohar,India,29.74N,73.85E
2009-05-01,34.333,0.326,Abohar,India,29.74N,73.85E
2009-06-01,35.547,0.368,Abohar,India,29.74N,73.85E
2009-07-01,33.698,0.192,Abohar,India,29.74N,73.85E
2009-08-01,33.209,0.321,Abohar,India,29.74N,73.85E
2009-09-01,30.728,0.281,Abohar,India,29.74N,73.85E
2009-10-01,26.302,0.331,Abohar,India,29.74N,73.85E
2009-11-01,19.365,0.27,Abohar,India,29.74N,73.85E
2009-12-01,15.217,0.317,Abohar,India,29.74N,73.85E
2010-01-01,12.22,0.263,Abohar,India,29.74N,73.85E
2010-02-01,17.608999999999995,0.366,Abohar,India,29.74N,73.85E
2010-03-01,25.82,0.345,Abohar,India,29.74N,73.85E
2010-04-01,31.782,0.265,Abohar,India,29.74N,73.85E
2010-05-01,35.253,0.31,Abohar,India,29.74N,73.85E
2010-06-01,34.664,0.503,Abohar,India,29.74N,73.85E
2010-07-01,33.161,0.23,Abohar,India,29.74N,73.85E
2010-08-01,31.524,0.41,Abohar,India,29.74N,73.85E
2010-09-01,29.706,0.359,Abohar,India,29.74N,73.85E
2010-10-01,26.996,0.594,Abohar,India,29.74N,73.85E
2010-11-01,20.119,0.297,Abohar,India,29.74N,73.85E
2010-12-01,13.603000000000002,0.311,Abohar,India,29.74N,73.85E
2011-01-01,11.493,0.146,Abohar,India,29.74N,73.85E
2011-02-01,16.683,0.29100000000000004,Abohar,India,29.74N,73.85E
2011-03-01,22.808000000000003,0.406,Abohar,India,29.74N,73.85E
2011-04-01,27.4,0.377,Abohar,India,29.74N,73.85E
2011-05-01,34.758,0.325,Abohar,India,29.74N,73.85E
2011-06-01,34.838,0.38,Abohar,India,29.74N,73.85E
2011-07-01,33.302,0.31,Abohar,India,29.74N,73.85E
2011-08-01,31.443,0.561,Abohar,India,29.74N,73.85E
2011-09-01,29.311,0.551,Abohar,India,29.74N,73.85E
2011-10-01,26.276,0.114,Abohar,India,29.74N,73.85E
2011-11-01,21.924,0.312,Abohar,India,29.74N,73.85E
2011-12-01,14.482000000000001,0.379,Abohar,India,29.74N,73.85E
2012-01-01,12.290999999999999,0.335,Abohar,India,29.74N,73.85E
2012-02-01,14.992,0.4320000000000001,Abohar,India,29.74N,73.85E
2012-03-01,22.201,0.378,Abohar,India,29.74N,73.85E
2012-04-01,27.891,0.349,Abohar,India,29.74N,73.85E
2012-05-01,33.89,0.344,Abohar,India,29.74N,73.85E
2012-06-01,36.113,0.338,Abohar,India,29.74N,73.85E
2012-07-01,34.804,0.444,Abohar,India,29.74N,73.85E
2012-08-01,31.98,0.4970000000000001,Abohar,India,29.74N,73.85E
2012-09-01,30.096,0.254,Abohar,India,29.74N,73.85E
2012-10-01,25.63000000000001,0.498,Abohar,India,29.74N,73.85E
2012-11-01,20.085,0.393,Abohar,India,29.74N,73.85E
2012-12-01,14.65,0.434,Abohar,India,29.74N,73.85E
2013-01-01,12.664,0.476,Abohar,India,29.74N,73.85E
2013-02-01,16.055,0.815,Abohar,India,29.74N,73.85E
2013-03-01,21.868,1.586,Abohar,India,29.74N,73.85E
2013-04-01,28.265,0.5329999999999999,Abohar,India,29.74N,73.85E
2013-05-01,34.354,0.489,Abohar,India,29.74N,73.85E
2013-06-01,35.018,0.47,Abohar,India,29.74N,73.85E
2013-07-01,33.771,0.479,Abohar,India,29.74N,73.85E
2013-08-01,31.749000000000002,0.499,Abohar,India,29.74N,73.85E
2013-09-01,16.727432636247972,1.028574741453633,Abohar,India,29.74N,73.85E
2000-02-01,21.321,0.33,Achalpur,India,21.70N,77.02E
2000-03-01,26.311,0.241,Achalpur,India,21.70N,77.02E
2000-04-01,32.869,0.401,Achalpur,India,21.70N,77.02E
2000-05-01,32.883,0.441,Achalpur,India,21.70N,77.02E
2000-06-01,30.055,0.267,Achalpur,India,21.70N,77.02E
2000-07-01,26.874,0.278,Achalpur,India,21.70N,77.02E
2000-08-01,27.453000000000007,0.417,Achalpur,India,21.70N,77.02E
2000-09-01,27.385,0.418,Achalpur,India,21.70N,77.02E
2000-10-01,27.366,0.573,Achalpur,India,21.70N,77.02E
2000-11-01,23.906,0.318,Achalpur,India,21.70N,77.02E
2000-12-01,20.115,0.494,Achalpur,India,21.70N,77.02E
2001-01-01,20.191000000000006,0.418,Achalpur,India,21.70N,77.02E
2001-02-01,23.626,0.343,Achalpur,India,21.70N,77.02E
2001-03-01,27.316,0.224,Achalpur,India,21.70N,77.02E
2001-04-01,30.989,0.474,Achalpur,India,21.70N,77.02E
2001-05-01,34.4,0.36,Achalpur,India,21.70N,77.02E
2001-06-01,29.45,0.57,Achalpur,India,21.70N,77.02E
2001-07-01,26.768,0.4370000000000001,Achalpur,India,21.70N,77.02E
2001-08-01,26.56,0.122,Achalpur,India,21.70N,77.02E
2001-09-01,28.459,0.457,Achalpur,India,21.70N,77.02E
2001-10-01,26.404,0.187,Achalpur,India,21.70N,77.02E
2001-11-01,23.398000000000003,0.265,Achalpur,India,21.70N,77.02E
2001-12-01,21.106,0.89,Achalpur,India,21.70N,77.02E
2002-01-01,19.423,0.29,Achalpur,India,21.70N,77.02E
2002-02-01,23.347,0.974,Achalpur,India,21.70N,77.02E
2002-03-01,27.636999999999997,0.39,Achalpur,India,21.70N,77.02E
2002-04-01,32.551,0.327,Achalpur,India,21.70N,77.02E
2002-05-01,35.191,0.193,Achalpur,India,21.70N,77.02E
2002-06-01,31.035,0.223,Achalpur,India,21.70N,77.02E
2002-07-01,28.654,0.518,Achalpur,India,21.70N,77.02E
2002-08-01,25.772,0.34600000000000003,Achalpur,India,21.70N,77.02E
2002-09-01,26.916,0.532,Achalpur,India,21.70N,77.02E
2002-10-01,26.845,0.293,Achalpur,India,21.70N,77.02E
2002-11-01,23.241,0.391,Achalpur,India,21.70N,77.02E
2002-12-01,21.754,0.606,Achalpur,India,21.70N,77.02E
2003-01-01,20.462,0.47,Achalpur,India,21.70N,77.02E
2003-02-01,23.395,0.319,Achalpur,India,21.70N,77.02E
2003-03-01,27.148000000000003,0.42,Achalpur,India,21.70N,77.02E
2003-04-01,32.287,0.469,Achalpur,India,21.70N,77.02E
2003-05-01,34.78,0.804,Achalpur,India,21.70N,77.02E
2003-06-01,32.124,0.773,Achalpur,India,21.70N,77.02E
2003-07-01,27.209,0.517,Achalpur,India,21.70N,77.02E
2003-08-01,26.436,0.6859999999999999,Achalpur,India,21.70N,77.02E
2003-09-01,26.041999999999998,0.7,Achalpur,India,21.70N,77.02E
2003-10-01,25.508000000000006,0.7170000000000001,Achalpur,India,21.70N,77.02E
2003-11-01,24.127,0.317,Achalpur,India,21.70N,77.02E
2003-12-01,20.534000000000002,0.317,Achalpur,India,21.70N,77.02E
2004-01-01,19.968,0.503,Achalpur,India,21.70N,77.02E
2004-02-01,22.469,0.277,Achalpur,India,21.70N,77.02E
2004-03-01,28.973000000000006,0.279,Achalpur,India,21.70N,77.02E
2004-04-01,32.763000000000005,0.251,Achalpur,India,21.70N,77.02E
2004-05-01,33.98,0.35100000000000003,Achalpur,India,21.70N,77.02E
2004-06-01,31.04,0.409,Achalpur,India,21.70N,77.02E
2004-07-01,28.213,0.184,Achalpur,India,21.70N,77.02E
2004-08-01,25.923,0.222,Achalpur,India,21.70N,77.02E
2004-09-01,27.887,0.378,Achalpur,India,21.70N,77.02E
2004-10-01,25.634,0.456,Achalpur,India,21.70N,77.02E
2004-11-01,23.544,0.35100000000000003,Achalpur,India,21.70N,77.02E
2004-12-01,20.6,0.257,Achalpur,India,21.70N,77.02E
2005-01-01,19.747,0.191,Achalpur,India,21.70N,77.02E
2005-02-01,22.772,0.28600000000000003,Achalpur,India,21.70N,77.02E
2005-03-01,27.468000000000004,0.458,Achalpur,India,21.70N,77.02E
2005-04-01,31.266,0.478,Achalpur,India,21.70N,77.02E
2005-05-01,34.35,0.477,Achalpur,India,21.70N,77.02E
2005-06-01,33.167,0.484,Achalpur,India,21.70N,77.02E
2005-07-01,27.355,0.35700000000000004,Achalpur,India,21.70N,77.02E
2005-08-01,26.658,0.254,Achalpur,India,21.70N,77.02E
2005-09-01,27.153,0.35100000000000003,Achalpur,India,21.70N,77.02E
2005-10-01,25.613000000000003,0.246,Achalpur,India,21.70N,77.02E
2005-11-01,22.058000000000003,0.225,Achalpur,India,21.70N,77.02E
2005-12-01,19.275,0.245,Achalpur,India,21.70N,77.02E
2006-01-01,20.282,0.421,Achalpur,India,21.70N,77.02E
2006-02-01,24.751,0.254,Achalpur,India,21.70N,77.02E
2006-03-01,25.913,0.536,Achalpur,India,21.70N,77.02E
2006-04-01,31.558000000000003,0.418,Achalpur,India,21.70N,77.02E
2006-05-01,34.096,0.341,Achalpur,India,21.70N,77.02E
2006-06-01,31.518,0.393,Achalpur,India,21.70N,77.02E
2006-07-01,26.941,0.221,Achalpur,India,21.70N,77.02E
2006-08-01,25.933000000000003,0.484,Achalpur,India,21.70N,77.02E
2006-09-01,27.303,0.237,Achalpur,India,21.70N,77.02E
2006-10-01,26.488000000000003,0.255,Achalpur,India,21.70N,77.02E
2006-11-01,23.397,0.701,Achalpur,India,21.70N,77.02E
2006-12-01,21.024,0.512,Achalpur,India,21.70N,77.02E
2007-01-01,20.45,0.293,Achalpur,India,21.70N,77.02E
2007-02-01,23.092,0.536,Achalpur,India,21.70N,77.02E
2007-03-01,27.059,0.328,Achalpur,India,21.70N,77.02E
2007-04-01,32.332,0.272,Achalpur,India,21.70N,77.02E
2007-05-01,34.498000000000005,0.518,Achalpur,India,21.70N,77.02E
2007-06-01,31.526999999999997,0.35200000000000004,Achalpur,India,21.70N,77.02E
2007-07-01,27.413,0.204,Achalpur,India,21.70N,77.02E
2007-08-01,26.759,0.193,Achalpur,India,21.70N,77.02E
2007-09-01,27.329,0.514,Achalpur,India,21.70N,77.02E
2007-10-01,25.461,0.369,Achalpur,India,21.70N,77.02E
2007-11-01,22.911,0.255,Achalpur,India,21.70N,77.02E
2007-12-01,20.451,0.267,Achalpur,India,21.70N,77.02E
2008-01-01,19.752,0.4920000000000001,Achalpur,India,21.70N,77.02E
2008-02-01,20.779,0.3670000000000001,Achalpur,India,21.70N,77.02E
2008-03-01,27.798,0.416,Achalpur,India,21.70N,77.02E
2008-04-01,31.35,0.214,Achalpur,India,21.70N,77.02E
2008-05-01,33.92,0.26,Achalpur,India,21.70N,77.02E
2008-06-01,29.701999999999998,0.511,Achalpur,India,21.70N,77.02E
2008-07-01,27.393,0.227,Achalpur,India,21.70N,77.02E
2008-08-01,26.434,0.355,Achalpur,India,21.70N,77.02E
2008-09-01,26.86,0.184,Achalpur,India,21.70N,77.02E
2008-10-01,26.283,0.29,Achalpur,India,21.70N,77.02E
2008-11-01,23.72600000000001,0.893,Achalpur,India,21.70N,77.02E
2008-12-01,21.964000000000002,0.32,Achalpur,India,21.70N,77.02E
2009-01-01,21.992,0.507,Achalpur,India,21.70N,77.02E
2009-02-01,24.592,0.378,Achalpur,India,21.70N,77.02E
2009-03-01,28.351,0.35100000000000003,Achalpur,India,21.70N,77.02E
2009-04-01,32.244,0.596,Achalpur,India,21.70N,77.02E
2009-05-01,34.824,0.397,Achalpur,India,21.70N,77.02E
2009-06-01,32.943000000000005,0.274,Achalpur,India,21.70N,77.02E
2009-07-01,27.436,0.236,Achalpur,India,21.70N,77.02E
2009-08-01,27.319000000000006,0.255,Achalpur,India,21.70N,77.02E
2009-09-01,28.142,0.17,Achalpur,India,21.70N,77.02E
2009-10-01,25.818,0.196,Achalpur,India,21.70N,77.02E
2009-11-01,22.75800000000001,0.229,Achalpur,India,21.70N,77.02E
2009-12-01,21.037000000000006,0.523,Achalpur,India,21.70N,77.02E
2010-01-01,19.353,0.524,Achalpur,India,21.70N,77.02E
2010-02-01,23.128,0.505,Achalpur,India,21.70N,77.02E
2010-03-01,28.899,0.6629999999999999,Achalpur,India,21.70N,77.02E
2010-04-01,33.153,0.342,Achalpur,India,21.70N,77.02E
2010-05-01,35.697,0.408,Achalpur,India,21.70N,77.02E
2010-06-01,32.371,0.227,Achalpur,India,21.70N,77.02E
2010-07-01,27.704,0.241,Achalpur,India,21.70N,77.02E
2010-08-01,26.889,0.27,Achalpur,India,21.70N,77.02E
2010-09-01,27.087,0.289,Achalpur,India,21.70N,77.02E
2010-10-01,26.707,0.295,Achalpur,India,21.70N,77.02E
2010-11-01,24.561,0.852,Achalpur,India,21.70N,77.02E
2010-12-01,19.409000000000002,0.506,Achalpur,India,21.70N,77.02E
2011-01-01,18.648,0.863,Achalpur,India,21.70N,77.02E
2011-02-01,22.639,0.262,Achalpur,India,21.70N,77.02E
2011-03-01,27.365,0.269,Achalpur,India,21.70N,77.02E
2011-04-01,30.838,0.47,Achalpur,India,21.70N,77.02E
2011-05-01,34.393,0.311,Achalpur,India,21.70N,77.02E
2011-06-01,30.304,0.506,Achalpur,India,21.70N,77.02E
2011-07-01,27.135,0.16699999999999998,Achalpur,India,21.70N,77.02E
2011-08-01,26.475,0.147,Achalpur,India,21.70N,77.02E
2011-09-01,26.794,0.277,Achalpur,India,21.70N,77.02E
2011-10-01,26.401,0.4270000000000001,Achalpur,India,21.70N,77.02E
2011-11-01,23.546,0.455,Achalpur,India,21.70N,77.02E
2011-12-01,20.380000000000006,1.016,Achalpur,India,21.70N,77.02E
2012-01-01,19.008000000000006,0.471,Achalpur,India,21.70N,77.02E
2012-02-01,22.314,0.411,Achalpur,India,21.70N,77.02E
2012-03-01,26.81,0.236,Achalpur,India,21.70N,77.02E
2012-04-01,32.132000000000005,0.679,Achalpur,India,21.70N,77.02E
2012-05-01,34.475,0.222,Achalpur,India,21.70N,77.02E
2012-06-01,32.231,0.388,Achalpur,India,21.70N,77.02E
2012-07-01,27.459,0.35600000000000004,Achalpur,India,21.70N,77.02E
2012-08-01,26.217,0.602,Achalpur,India,21.70N,77.02E
2012-09-01,27.256,0.316,Achalpur,India,21.70N,77.02E
2012-10-01,26.209,0.591,Achalpur,India,21.70N,77.02E
2012-11-01,22.524,0.28300000000000003,Achalpur,India,21.70N,77.02E
2012-12-01,21.036,0.674,Achalpur,India,21.70N,77.02E
2013-01-01,19.405,0.387,Achalpur,India,21.70N,77.02E
2013-02-01,22.741,0.5529999999999999,Achalpur,India,21.70N,77.02E
2013-03-01,26.991999999999997,0.332,Achalpur,India,21.70N,77.02E
2013-04-01,31.185,0.479,Achalpur,India,21.70N,77.02E
2013-05-01,35.341,0.695,Achalpur,India,21.70N,77.02E
2013-06-01,29.164,0.6559999999999999,Achalpur,India,21.70N,77.02E
2013-07-01,26.192,0.267,Achalpur,India,21.70N,77.02E
2013-08-01,25.916,0.386,Achalpur,India,21.70N,77.02E
2013-09-01,16.727432636247972,1.028574741453633,Achalpur,India,21.70N,77.02E
2000-02-01,24.348000000000006,0.406,Adilabad,India,20.09N,78.48E
2000-03-01,28.323,0.319,Adilabad,India,20.09N,78.48E
2000-04-01,34.176,0.355,Adilabad,India,20.09N,78.48E
2000-05-01,34.221000000000004,0.3,Adilabad,India,20.09N,78.48E
2000-06-01,30.174,0.399,Adilabad,India,20.09N,78.48E
2000-07-01,27.881,0.262,Adilabad,India,20.09N,78.48E
2000-08-01,28.029,0.4320000000000001,Adilabad,India,20.09N,78.48E
2000-09-01,28.277,0.34700000000000003,Adilabad,India,20.09N,78.48E
2000-10-01,28.041999999999998,0.557,Adilabad,India,20.09N,78.48E
2000-11-01,24.88900000000001,0.381,Adilabad,India,20.09N,78.48E
2000-12-01,21.398000000000003,0.514,Adilabad,India,20.09N,78.48E
2001-01-01,22.539,0.38,Adilabad,India,20.09N,78.48E
2001-02-01,26.126,0.341,Adilabad,India,20.09N,78.48E
2001-03-01,29.303,0.362,Adilabad,India,20.09N,78.48E
2001-04-01,32.235,0.415,Adilabad,India,20.09N,78.48E
2001-05-01,35.80699999999999,0.344,Adilabad,India,20.09N,78.48E
2001-06-01,30.338,0.539,Adilabad,India,20.09N,78.48E
2001-07-01,28.104,0.369,Adilabad,India,20.09N,78.48E
2001-08-01,27.186999999999998,0.35200000000000004,Adilabad,India,20.09N,78.48E
2001-09-01,29.042,0.29,Adilabad,India,20.09N,78.48E
2001-10-01,27.035,0.17800000000000002,Adilabad,India,20.09N,78.48E
2001-11-01,24.859,0.385,Adilabad,India,20.09N,78.48E
2001-12-01,22.309,0.742,Adilabad,India,20.09N,78.48E
2002-01-01,21.96,0.55,Adilabad,India,20.09N,78.48E
2002-02-01,25.806,0.883,Adilabad,India,20.09N,78.48E
2002-03-01,29.614,0.26,Adilabad,India,20.09N,78.48E
2002-04-01,33.856,0.269,Adilabad,India,20.09N,78.48E
2002-05-01,36.091,0.482,Adilabad,India,20.09N,78.48E
2002-06-01,31.576,0.268,Adilabad,India,20.09N,78.48E
2002-07-01,29.516,0.4320000000000001,Adilabad,India,20.09N,78.48E
2002-08-01,26.75,0.331,Adilabad,India,20.09N,78.48E
2002-09-01,28.059,0.5379999999999999,Adilabad,India,20.09N,78.48E
2002-10-01,27.5,0.333,Adilabad,India,20.09N,78.48E
2002-11-01,24.023000000000003,0.29600000000000004,Adilabad,India,20.09N,78.48E
2002-12-01,23.163,0.486,Adilabad,India,20.09N,78.48E
2003-01-01,22.703000000000007,0.32299999999999995,Adilabad,India,20.09N,78.48E
2003-02-01,26.101,0.392,Adilabad,India,20.09N,78.48E
2003-03-01,29.125999999999998,0.589,Adilabad,India,20.09N,78.48E
2003-04-01,33.518,0.604,Adilabad,India,20.09N,78.48E
2003-05-01,36.38800000000001,0.7390000000000001,Adilabad,India,20.09N,78.48E
2003-06-01,33.389,0.736,Adilabad,India,20.09N,78.48E
2003-07-01,28.07,0.4320000000000001,Adilabad,India,20.09N,78.48E
2003-08-01,27.36,0.5720000000000001,Adilabad,India,20.09N,78.48E
2003-09-01,27.416,0.618,Adilabad,India,20.09N,78.48E
2003-10-01,26.622,0.62,Adilabad,India,20.09N,78.48E
2003-11-01,24.663,0.335,Adilabad,India,20.09N,78.48E
2003-12-01,21.812,0.236,Adilabad,India,20.09N,78.48E
2004-01-01,22.215,0.335,Adilabad,India,20.09N,78.48E
2004-02-01,24.556,0.401,Adilabad,India,20.09N,78.48E
2004-03-01,30.326,0.371,Adilabad,India,20.09N,78.48E
2004-04-01,33.718,0.253,Adilabad,India,20.09N,78.48E
2004-05-01,34.59500000000001,0.223,Adilabad,India,20.09N,78.48E
2004-06-01,31.644,0.336,Adilabad,India,20.09N,78.48E
2004-07-01,28.69100000000001,0.173,Adilabad,India,20.09N,78.48E
2004-08-01,27.008000000000006,0.481,Adilabad,India,20.09N,78.48E
2004-09-01,28.608,0.53,Adilabad,India,20.09N,78.48E
2004-10-01,26.541999999999998,0.418,Adilabad,India,20.09N,78.48E
2004-11-01,24.435,0.247,Adilabad,India,20.09N,78.48E
2004-12-01,22.04,0.334,Adilabad,India,20.09N,78.48E
2005-01-01,22.644,0.218,Adilabad,India,20.09N,78.48E
2005-02-01,25.495,0.536,Adilabad,India,20.09N,78.48E
2005-03-01,29.394,0.5770000000000001,Adilabad,India,20.09N,78.48E
2005-04-01,32.58300000000001,0.481,Adilabad,India,20.09N,78.48E
2005-05-01,35.48000000000001,0.423,Adilabad,India,20.09N,78.48E
2005-06-01,33.999,0.388,Adilabad,India,20.09N,78.48E
2005-07-01,28.023000000000003,0.27,Adilabad,India,20.09N,78.48E
2005-08-01,27.568,0.28800000000000003,Adilabad,India,20.09N,78.48E
2005-09-01,28.03700000000001,0.184,Adilabad,India,20.09N,78.48E
2005-10-01,26.691999999999997,0.355,Adilabad,India,20.09N,78.48E
2005-11-01,22.871,0.395,Adilabad,India,20.09N,78.48E
2005-12-01,21.082,0.345,Adilabad,India,20.09N,78.48E
2006-01-01,22.194000000000006,0.312,Adilabad,India,20.09N,78.48E
2006-02-01,26.229,0.214,Adilabad,India,20.09N,78.48E
2006-03-01,27.904,0.408,Adilabad,India,20.09N,78.48E
2006-04-01,32.652,0.415,Adilabad,India,20.09N,78.48E
2006-05-01,34.661,0.386,Adilabad,India,20.09N,78.48E
2006-06-01,32.322,0.28300000000000003,Adilabad,India,20.09N,78.48E
2006-07-01,28.123,0.315,Adilabad,India,20.09N,78.48E
2006-08-01,27.188,0.522,Adilabad,India,20.09N,78.48E
2006-09-01,28.239,0.318,Adilabad,India,20.09N,78.48E
2006-10-01,27.416999999999998,0.255,Adilabad,India,20.09N,78.48E
